Predicted Label,Actual Label,Message,Reasoning,Sha,Source,ParentSha,Parent2Sha,IsMerge,AuthorId,AuthorDateUtc,CommitterId,CommitterDateUtc,Work Items,Total Files,Modified Files,Added Files,Deleted Files,Total Lines,Net Lines,Added Lines,Deleted Lines,Has Added Files,Has Deleted Files,DayOfWeek,Month,Quarter,Year,Hour,TimeOfDay,Is Weekend,Message Length,Word Count
False,FALSE,Merge pull request #2836 from AbhitejJohn/fixtypo,The commit message does not explicitly mention a bugfix further context needed,b611a4a5401468b7734d2b009e23889bae3818d3,dotnetinteractive,d8b80c3010319df99c115b8b0eaf622e9ced603d,340acfc3d824d5a6c4238cc20e6caf4552a67b1c,True,87,2023-03-14 18:39:02-04:00,2,2023-03-14 22:39:02,1,2,2,0,0,188,0,2,2,False,False,Tuesday,March,1,2023,18,Afternoon,False,49,6
True,TRUE,fix test,The commit message directly references fixing an issue,d2df2cf2ab036f4bda1cee6872f800d5ff861d88,dotnetinteractive,e1283c0b37e7e664e0323116baaba9592d346e87,,False,20,2020-03-03 19:46:35-05:00,14,2020-03-04 17:00:35,0,1,1,0,0,965,1,3,2,False,False,Tuesday,March,1,2020,19,Evening,False,8,2,
True,TRUE,fix find kernel on composite kernel (#2400),The commit title directly indicates fixing an issue tagged with a unique identifier,fe5e38dea599d0cc4e5086554d2a34fd0e92295c,dotnetinteractive,a2f0d1f91e3a6073c46994617bf0c084241c707f,,False,10,2022-10-28 21:41:37-04:00,2,2022-10-29 01:41:37,1,5,5,0,0,1030,50,52,2,False,False,Friday,October,4,2022,21,Evening,False,43,7,
True,FALSE,improve Type formatting for summary formatter,Improvement usually indicates addressing a shortcoming or error in previous implementations.,a3462037468e4177ec5d276ec5bf094f7087a4f4,dotnetinteractive,fff84c9bc42748ed574cade12261b5f7f158a694,,False,6,2023-01-13 19:16:28-05:00,6,2023-01-18 23:03:27,0,3,3,0,0,1007,35,40,5,False,False,Friday,January,1,2023,19,Evening,False,45,6,
True,TRUE,us gc memory pressure,Memory pressure issues are typically related to bugs in code or resource management,ce5792095a7a883560c8ea96db7ef904d9c1c97b,dotnetinteractive,26f2ec8f10d74d98bba373cbe505b43b2c667243,,False,10,2020-07-01 13:16:49-04:00,14,2020-07-01 17:50:35,0,4,2,2,0,581,34,42,8,True,False,Wednesday,July,3,2020,13,Afternoon,False,21,4,
True,TRUE,fix tool version,Mentioned 'fix' which suggests resolving an issue.,795cbdebe22db8998e2b1ec0baa2b5a5409025a3,dotnetinteractive,7b3d9543968864f3dcdd26009d3751d2f209c580,,False,10,2023-06-13 16:46:33-04:00,14,2023-06-13 21:52:51,0,2,2,0,0,1700,0,2,2,False,False,Tuesday,June,2,2023,16,Afternoon,False,16,3,
True,TRUE,remove bug,Directly mentions addressing a bug,9e900f24481b85efce36dc8585da6e521bc5e400,dotnetinteractive,dd7ed8864f3d76f7bc2e2fd6eb21f65dc73f4ef9,,False,10,2022-06-22 11:01:15-04:00,14,2022-06-22 22:52:56,0,1,1,0,0,81,-1,0,1,False,False,Wednesday,June,2,2022,11,Morning,False,10,2,
True,FALSE,fire and forget for error notification,Improving the system's ability to handle errors by ensuring notifications occur without manual intervention could suggest a fix for potential oversight in current handling,1a9a5f893346a6aac3ae5bc9f0112c8e66372765,dotnetinteractive,39798111d3f5f43d1013be44a916b247a77cd817,,False,14,2020-09-08 04:57:46-04:00,14,2020-09-08 09:36:16,0,1,1,0,0,218,0,1,1,False,False,Tuesday,September,3,2020,4,Night,False,38,6,
True,TRUE,make the test more actionable on error,Improving tests can help in identifying and fixing bugs,348f30f5884d0717a77fda0dc87f911c717c8cf2,dotnetinteractive,566706a4a044d166255c90d45808ec93c76c2714,,False,79,2023-09-19 20:55:31-04:00,14,2023-09-20 06:45:37,0,1,1,0,0,626,4,4,0,False,False,Tuesday,September,3,2023,20,Evening,False,38,7,
True,TRUE,remove #! from #!share --from completions,The commit message suggests removing an issue that hindered sharing functionality in the command-line interface,1fad01359631d3bcb07e234746f745eeaba2ffec,dotnetinteractive,d0de42501f4bacee5f416efd4dc59c8b8e7f4333,,False,6,2020-07-08 16:11:46-04:00,6,2020-07-10 01:46:20,0,2,2,0,0,593,0,2,2,False,False,Wednesday,July,3,2020,16,Afternoon,False,41,6,
True,TRUE,fix a #!value bug when --from-file submission includes extra lines,The commit message directly mentions fixing a value bug and refers to an issue with the `--from-file` command.,06198999f6a0e082dc012f93442a2ce72776aafb,dotnetinteractive,310db0b341b2bf3b6c681ee0726a08e2167c4697,,False,6,2020-08-04 21:53:14-04:00,6,2020-08-11 13:42:31,0,2,2,0,0,398,7,20,13,False,False,Tuesday,August,3,2020,21,Evening,False,66,10,
True,TRUE,reset vewbiew on kernel restart,The commit addresses an issue related to the viewing functionality after a kernel restart potentially indicating stability or memory problems.,a7dabdc29a48c1e83d835b1deaeafa5e6550e617,dotnetinteractive,73e813384f9789028c74cbbf1930d0258935503c,,False,10,2022-10-10 17:37:50-04:00,14,2022-10-10 23:09:05,0,8,8,0,0,1992,161,167,6,False,False,Monday,October,4,2022,17,Afternoon,False,31,5,
True,FALSE,cache interactive client for vscode (#1130),The issue mentioned is numbered which suggests it's a bug that was previously reported and potentially fixed,960beca13a6bbbfecf4377f0922d8692a2c89582,dotnetinteractive,5efac58497373bbb4f6f0c299453321ff4920572,,False,8,2021-03-04 19:10:47-05:00,2,2021-03-05 00:10:47,1,3,3,0,0,828,0,3,3,False,False,Thursday,March,1,2021,19,Evening,False,43,6,
True,FALSE,create method to  detect unknown actionDirectivenodes,The commit describes creating code specifically for identifying an issue which implies it's a bug fix.,da118d712c661918c0f660adc6f93d98e9aba0e5,dotnetinteractive,1ba6d39a81ed889dc649643e4d05a7ccb4a89712,,False,10,2020-07-07 11:11:28-04:00,14,2020-07-07 18:05:07,0,3,2,1,0,383,18,19,1,True,False,Tuesday,July,3,2020,11,Morning,False,53,6,
True,FALSE,test proxy kernel,"The phrase 'test' suggests an attempt at identifying issues within the kernel, which is often related to bug fixing.",72be6471a24ba03ac240eec3f094dadb97ff91fd,dotnetinteractive,3bf98bf33de1b5829fe5c9f26a4c45578313f53d,,False,10,2021-09-28 08:29:32-04:00,14,2021-09-28 20:31:54,0,1,1,0,0,121,59,60,1,False,False,Tuesday,September,3,2021,8,Morning,False,17,3,
True,TRUE,if no standard python is found will check for default anaconda locations,The commit addresses the problem of missing Python runtime,8931b38056c4cc60f661f7d870230fd3df221986,dotnetinteractive,9bfeb818aabf9cab4f429b2ad92ea6d8602aeba5,,False,10,2020-04-30 06:01:30-04:00,14,2020-04-30 18:38:25,0,2,2,0,0,234,38,39,1,False,False,Thursday,April,2,2020,6,Night,False,72,12,
True,FALSE,Update SignCheckExclusionsFile.txt,The filename suggests it relates to exclusion rules which could be part of a bug fix involving security concerns or missing items in signatures.,4ff004de4306ad7bc64036425a0d50d04b06fa65,dotnetinteractive,0e3652dd9e10844a33010bd7647e523737e1bc26,,False,10,2023-04-17 11:26:58-04:00,2,2023-04-17 15:26:58,0,1,1,0,0,8,1,1,0,False,False,Monday,April,2,2023,11,Morning,False,34,2,
True,TRUE,Merge pull request #461 from jonsequitur/formatter-fixes,The repository name and commit reference suggest a fix relating to the formatter which is likely a bug related issue.,6229e5b58796bc51af65420d4aaa2b70f636153b,dotnetinteractive,ee983eaf86823e8c569a37dce4b7f41473bbc7e7,074ad38ae66f4aac3e493ebd06bcbe061a2fe32e,True,10,2019-09-23 11:42:17-04:00,2,2019-09-23 15:42:17,1,23,21,2,0,4085,216,327,111,True,False,Monday,September,3,2019,11,Morning,False,56,6,
True,TRUE,ts kernel noops on undefined handlers if they are for language services,"The commit message implies addressing undefined behavior in TypeScript, which aligns with fixing bugs.",e231cd6f4a395b6f74568c5ad95a15cbecb85cf2,dotnetinteractive,89a03d69907455289162e89938a288ef458be560,,False,10,2023-10-17 18:35:39-04:00,14,2023-10-17 23:48:26,0,2,2,0,0,535,27,29,2,False,False,Tuesday,October,4,2023,18,Afternoon,False,71,12,
True,FALSE,Condition integration tests on env var RUN_DOTNET_TRY_INTEGRATION_TESTS (#338),The commit message hints at addressing an issue related to environment variables,71f8672344be227eb2c557664802c7aa69ab3d8b,dotnetinteractive,7a643a1a95a2847299da0ef6b2a41d6d930a2239,,False,12,2019-07-22 16:32:25-04:00,2,2019-07-22 20:32:25,1,3,2,1,0,348,21,27,6,True,False,Monday,July,3,2019,16,Afternoon,False,78,8,
True,TRUE,should fail to get formatter for unsupported mimeType,The commit message indicates an issue being addressed which suggests it's fixing a bug.,97fb42102fbb5c4cac8a7ae9e87c22ce33cb84c0,dotnetinteractive,d7786fa0a1470dd78e479114c01bc126324e8862,,False,10,2021-09-03 09:22:30-04:00,14,2021-09-08 00:53:59,0,2,2,0,0,1932,38,45,7,False,False,Friday,September,3,2021,9,Morning,False,53,8,
True,TRUE,rework connect api,Reworking an API commonly associated with fixing known issues,f10f9f9545d9037d435910bf317b3f4a721432d7,dotnetinteractive,652a14f289c62b494182791ff176a50ec0d56b27,,False,10,2021-09-21 08:00:10-04:00,14,2021-09-23 22:28:30,0,24,16,4,4,2135,61,317,256,True,True,Tuesday,September,3,2021,8,Morning,False,18,3,
True,TRUE,Address assembly reference issue and add test,The commit mentions addressing an issue which implies fixing a bug.,d2d73aec78db9773f22cf73a3107bb105ebac4d8,dotnetinteractive,f50114323c3c7f99eb421b420b68ce821d8f1d18,,False,20,2020-02-10 20:21:08-05:00,14,2020-02-11 14:49:51,0,2,2,0,0,632,23,25,2,False,False,Monday,February,1,2020,20,Evening,False,45,7,
True,TRUE,fix browser kernel compatibility,"The commit clearly mentions fixing issues, suggesting it is related to a bug fix for browser kernel compatibility.",d2ce23d5366218d63859a11a39e7e9479ed99986,dotnetinteractive,a4fe034fc10cbd9a285ee6a854d1220ae56c7759,,False,10,2023-06-02 12:08:46-04:00,14,2023-06-02 17:40:54,0,1,1,0,0,105,5,7,2,False,False,Friday,June,2,2023,12,Morning,False,32,4,
True,TRUE,throw on null key,Throwing an error when a null key is used could indicate preventing errors from occurring due to invalid inputs,6092a45281df5a24b888b3766c19c8f4abb03b48,dotnetinteractive,00f24e8a8be718b9f45c11a725858fa31d437a3a,,False,10,2021-08-10 16:24:20-04:00,14,2021-08-18 16:48:46,0,1,1,0,0,84,0,1,1,False,False,Tuesday,August,3,2021,16,Afternoon,False,17,4,
True,TRUE,fix PowerShell .csproj,The commit title suggests resolving an issue within the project file,d6f77953fe7abea8fa19cf52eaf43404f4a0c582,dotnetinteractive,8877867b5b3607844cc557b2de3e5277f04afde2,,False,6,2020-05-02 12:09:17-04:00,14,2020-05-04 07:29:40,0,1,1,0,0,84,32,36,4,False,False,Saturday,May,2,2020,12,Morning,True,22,3,
True,TRUE,fix #1568,"The commit message explicitly states it's fixing issue number 1568, implying a known problem",aa269ba0f6d3d961cd2158ae84f344e93482c038,dotnetinteractive,57612a802ef10cdbd305785db9aa9e60da8f8a56,,False,6,2021-08-31 17:39:21-04:00,6,2021-08-31 21:41:53,1,1,1,0,0,342,0,1,1,False,False,Tuesday,August,3,2021,17,Afternoon,False,9,2,
True,FALSE,improve if conditions,Improving conditions may resolve problematic logic errors,7b3d9543968864f3dcdd26009d3751d2f209c580,dotnetinteractive,72b66cb43dba178be8ac0067db23c08b4046580c,,False,10,2023-06-13 12:54:47-04:00,14,2023-06-13 18:08:54,0,1,1,0,0,720,-1,0,1,False,False,Tuesday,June,2,2023,12,Morning,False,21,3,
True,TRUE,Bugfix/test fix (#286),"The commit reference includes 'bugfix', indicating it is related to fixing a known problem.",572cacd4142c142bf84903f55547f9000e0e5547,dotnetinteractive,7b98153a7a1e37627397e54c693dc1396011004b,,False,14,2019-06-18 15:34:04-04:00,2,2019-06-18 19:34:04,1,7,6,1,0,1094,40,99,59,True,False,Tuesday,June,2,2019,15,Afternoon,False,22,3,
True,TRUE,fix docker file sand yaml,The commit is relating to fixing issues with Docker files and YAML,b5ed898f6a64f66fb6d0a501e3ba9bb8e337bd5e,dotnetinteractive,cc06740d584677b76a9ab07f496072642621aac2,,False,10,2020-12-02 19:32:36-05:00,14,2020-12-03 00:33:12,0,4,4,0,0,546,0,7,7,False,False,Wednesday,December,4,2020,19,Evening,False,25,5,
True,TRUE,improve kernel error reporting (#598),The commit is targeted at improving the way errors are reported by the kernel,69713225ced98ac0f613967e6de654904d1ab785,dotnetinteractive,83f42dce4eb9e084eac22bb4f11dd17df5271c23,,False,8,2020-06-30 16:59:22-04:00,2,2020-06-30 20:59:22,1,1,1,0,0,105,4,7,3,False,False,Tuesday,June,2,2020,16,Afternoon,False,37,5,
True,FALSE,refactor api and made names consistent,"Refactoring for consistency could improve code stability, which might indirectly fix bugs related to inconsistent naming.",8c190bf2ee131eafe5478342d64e06cab186b4f7,dotnetinteractive,da118d712c661918c0f660adc6f93d98e9aba0e5,,False,10,2020-07-07 12:01:09-04:00,14,2020-07-07 18:05:07,0,2,2,0,0,585,20,54,34,False,False,Tuesday,July,3,2020,12,Morning,False,38,6,
True,TRUE,[main] Fix race in KernelScheduler (#3232),The commit explicitly states it is fixing a 'race',f2763ebdbae2e539d7f8b320296d8c71cf4f6f4a,dotnetinteractive,6cdb9c8d133fea7b476fd0605edb0d5e27f3ad70,,False,89,2023-10-05 19:48:53-04:00,2,2023-10-05 23:48:53,1,4,4,0,0,939,40,58,18,False,False,Thursday,October,4,2023,19,Evening,False,42,6,
True,TRUE,return false on command and restrict cursor position >= 0,The commit mentions fixing an issue by setting restrictions,55cd7c41d32e7199b3c0fdaf4a5d2332ff58aa1a,dotnetinteractive,841db55014c28d9bcd5ff83b795a96c2323c4313,,False,103,2023-10-18 23:13:53-04:00,14,2023-10-19 06:12:55,0,1,1,0,0,1009,4,5,1,False,False,Wednesday,October,4,2023,23,Evening,False,57,10,
True,FALSE,allow custom environment variables to be set when launching a kernel (#2208),This appears to be a commit address for an issue and suggests adding functionality rather than fixing,846a87324b4b21ee09299c42ed2f55f77a2831fa,dotnetinteractive,e1dee7bd7eaf9e2dc5e367b8267ee22b51091287,,False,8,2022-08-19 17:32:06-04:00,2,2022-08-19 21:32:06,1,8,8,0,0,2925,20,28,8,False,False,Friday,August,3,2022,17,Afternoon,False,76,12,
True,FALSE,add test for complete reply contract,Adding a test is often related to fixing existing bugs by ensuring code correctness,49a09717745f6376200798f089f5983969ce6c15,dotnetinteractive,27f871dc52a53fe146f1940085e267c2af3819dd,,False,10,2019-06-13 08:02:14-04:00,14,2019-06-17 23:09:35,0,2,1,1,0,232,37,37,0,True,False,Thursday,June,2,2019,8,Morning,False,36,6,
True,TRUE,Fixup feeds (#1046),"The commit title indicates resolving an issue ('Feeds') associated with a specific identifier, suggesting it's addressing a bug.",f5de0e806626896e16a686f89091e49f002a3ef1,dotnetinteractive,fc3dab56de568b6a43e77deeb79538af41d8f0c4,,False,7,2021-02-09 14:43:33-05:00,2,2021-02-09 19:43:33,1,4,4,0,0,118,-3,5,8,False,False,Tuesday,February,1,2021,14,Afternoon,False,19,3,
True,FALSE,remove unused imports,Deleting unnecessary code can fix potential issues and clean up the codebase,f31eebf98f8fad9c16305fd2055ff5a07399e2b6,dotnetinteractive,8ab52ea4583ed1a47241d46d3e164c17cf7f5d53,,False,10,2020-03-27 14:58:21-04:00,14,2020-03-27 20:01:48,0,1,1,0,0,67,0,1,1,False,False,Friday,March,1,2020,14,Afternoon,False,21,3,
True,FALSE,Formatter self registration and tabular data improvements (#1346),Improvements generally imply corrections of issues or enhancements that solve previous problems.,f1a4b9ad8a795d954b0bf02fd41f12505474622f,dotnetinteractive,fcf83574d8e3fca641bf0116ec648b1af25d246a,,False,6,2021-05-26 21:30:09-04:00,2,2021-05-27 01:30:09,1,69,59,8,2,9431,215,975,760,True,True,Wednesday,May,2,2021,21,Evening,False,65,8,
True,TRUE,Resolve SQL Tools Service path upon extension load and improve error messages,Addressing issues suggests fixing known errors,acb7f18b1eeeebacbdab5329a2ff2866f538df6d,dotnetinteractive,b5f7fb357fb6556e45349e1389520cfe90471e39,,False,66,2021-11-24 18:26:21-05:00,14,2021-11-29 22:45:29,0,5,5,0,0,349,62,92,30,False,False,Wednesday,November,4,2021,18,Afternoon,False,77,12,
True,TRUE,"support some additional diagnostics, improve header binding (#3145)",Remediation of issue indicated by reference #3145,25ae3ef642f0ccdfa280dfc788b0671756b31071,dotnetinteractive,13586d6ef383be809e0ea915dfd6e0736a271bb7,,False,6,2023-08-22 14:22:25-04:00,2,2023-08-22 18:22:25,1,17,16,0,1,3028,240,434,194,False,True,Tuesday,August,3,2023,14,Afternoon,False,67,8,
True,TRUE,revert dependency on sdk acquisition and cache location of dotnet tool (#1094),The commit message indicates a fix for an issue related to SDK installation.,c8e18b4b4bfc3738c4aad1ae31e26e899f1c2b8e,dotnetinteractive,4b8eb267854eb055ef2f7b16561ebbcd6cc69b2e,,False,8,2021-02-22 16:45:37-05:00,2,2021-02-22 21:45:37,1,6,6,0,0,1703,42,64,22,False,False,Monday,February,1,2021,16,Afternoon,False,78,12,
True,TRUE,Enable tests (#314),Enabling tests often implies refactoring for testability which can indirectly fix bugs by making the codebase more maintainable.,52de051251e27f0d5d21a3ed4ab80011334c41db,dotnetinteractive,ededbcf881833b3e48373aed0c083b5535111253,,False,13,2019-07-09 19:28:01-04:00,2,2019-07-09 23:28:01,1,1,1,0,0,99,-1,1,2,False,False,Tuesday,July,3,2019,19,Evening,False,19,3,
True,TRUE,bug in vscode extension,The commit title specifically mentions a 'bug',977057b94d1b77dc4b687d32106c6ad47e2c9005,dotnetinteractive,e87686e1a88da6f8288c79a3ec6cad7856028955,,False,10,2020-10-15 16:48:50-04:00,14,2020-10-15 21:12:17,0,1,1,0,0,87,-1,0,1,False,False,Thursday,October,4,2020,16,Afternoon,False,23,4,
False,FALSE,Expanded tests to cover larger surface areas,"Test expansion for better coverage is usually associated with improving testing, but not directly fixing bugs.",a1cb34098fa597f9c45af1bc272cf05e96383880,emergence,0a93822c819e7e8b5f0be338541679ead8580266,,False,1,2019-05-31 23:10:30-04:00,1,2019-06-01 03:10:30,0,2,2,0,0,87,2,4,2,False,False,Friday,May,2,2019,23,Evening,False,44,7,
False,TRUE,Addressed code inspection,Code inspection can identify potential bugs but is process-oriented rather than an actual fix,ca54ace59651d89df6a9e0b80fd596250e1f376a,emergence,54c213e99e5e433c376c698dafbb8263cc5c4970,,False,1,2019-05-25 22:20:16-04:00,1,2019-05-26 02:20:16,0,1,1,0,0,281,5,5,0,False,False,Saturday,May,2,2019,22,Evening,True,25,3,
False,FALSE,Added actor object,An actor object is typically used in domain-driven design and does not specifically indicate fixing a bug,5338c79006442e292ede45aee247da1127d278e3,emergence,b57035e0e18cf2993343450c0652ddbd94da1ef9,,False,1,2019-05-08 01:00:33-04:00,1,2019-05-08 05:00:33,0,7,5,1,1,298,12,34,22,True,True,Wednesday,May,2,2019,1,Night,False,18,3,
False,FALSE,F# generation,Generating F# likely pertains to language or tooling development rather than fixing a bug in existing code,eb10df21917ec27562ff21fae26906491b37d0e6,emergence,327381f9be89e0d80da1a967cc574c64ee699479,,False,1,2019-05-04 16:07:49-04:00,1,2019-05-04 20:07:49,0,7,5,2,0,111,32,39,7,True,False,Saturday,May,2,2019,16,Afternoon,True,13,2,
False,FALSE,Set up CI with Azure Pipelines,Setting up CI/CD is infrastructure-related and does not directly fix a bug,d8ccfb9ec39234cc8ccb9f5eaac1a8300bf0abfd,emergence,0f8e8da754e18b80933fd6b80a34696089ee4ac8,,False,1,2019-05-25 01:20:12-04:00,1,2019-05-25 05:20:12,0,1,0,1,0,33,33,33,0,True,False,Saturday,May,2,2019,1,Night,True,30,6,
False,FALSE,Better mapping,The term 'better mapping' could imply an enhancement or optimization but does not directly indicate fixing a bug.,6355000e9862cf5ecf2654020ee069430fddc985,emergence,27b44266748522c5c3eb0f090c662034cf115538,,False,1,2019-05-05 15:31:00-04:00,1,2019-05-05 19:31:00,0,2,2,0,0,100,7,18,11,False,False,Sunday,May,2,2019,15,Afternoon,True,14,2,
False,FALSE,Beginning room JSON loading.,The phrase suggests initial steps in development rather than fixing an existing issue.,27b44266748522c5c3eb0f090c662034cf115538,emergence,fd22078d695ae21bdb090554d9951ae7d7c43f33,,False,1,2019-05-05 15:19:37-04:00,1,2019-05-05 19:19:37,0,3,2,1,0,116,63,64,1,True,False,Sunday,May,2,2019,15,Afternoon,True,28,4,
False,FALSE,Update azure-pipelines.yml for Azure Pipelines,Updating configurations does not directly indicate fixing a known issue or bug in the code,36fdb5c89111e6711d6c85511fad5e7b7cfd1915,emergence,ecc8747a7951940aa751aaaeb680dc9cfeceb9c0,,False,1,2019-05-25 01:39:32-04:00,1,2019-05-25 05:39:32,0,1,1,0,0,39,-6,3,9,False,False,Saturday,May,2,2019,1,Night,True,46,5,
False,FALSE,Added a model of player knowledge of various tiles.,Introducing new logic for understanding game elements is feature-related rather than fixing an existing bug.,479423c634004a0ca29a4729322ed0ac26a812ab,emergence,903f65af53094752a449791546ff819ae4496237,,False,1,2019-06-09 22:49:40-04:00,1,2019-06-10 02:49:40,0,7,6,1,0,1116,58,65,7,True,False,Sunday,June,2,2019,22,Evening,True,51,9,
False,FALSE,Work on parsing,Parsing is usually related to data processing or UI enhancement rather than fixing bugs.,2bbe45a72f00e8ec41ca6cc1724887600cedad9c,emergence,df1d65c0b9fdb164cbb22c1e70e17acd6f17d51d,,False,1,2019-05-05 20:35:00-04:00,1,2019-05-06 00:35:00,0,7,7,0,0,1405,15,43,28,False,False,Sunday,May,2,2019,20,Evening,True,15,3,
False,FALSE,WIP on using the big boy context,Work-in-progress and lack of direct reference to problem fixing,f657229bbbf2dff095fe9f160ca6de3a07d76bb1,emergence,63d6b04fbe58a96e2c939ee959f85b7073da7a83,,False,1,2019-05-20 01:53:01-04:00,1,2019-05-20 05:53:01,0,5,5,0,0,504,18,29,11,False,False,Monday,May,2,2019,1,Night,False,32,7,
False,FALSE,UI now supports command listing,Supporting new functionality indicates development rather than fixing a bug,d4249c2a304cdb4889213c67385ba42080a3e3e7,emergence,816a54410af7118f9ff04b083bae894ed40d0df4,,False,1,2019-05-28 01:43:19-04:00,1,2019-05-28 05:43:19,0,5,4,1,0,480,60,87,27,True,False,Tuesday,May,2,2019,1,Night,False,31,5,
False,FALSE,"Added void, coloration, icon",These additions are indicative of feature enhancements and do not relate directly to bug fixing.,fd22078d695ae21bdb090554d9951ae7d7c43f33,emergence,1d168b9a05468cc350a93b4f0a99620051b066f1,,False,1,2019-05-05 03:03:30-04:00,1,2019-05-05 07:03:30,0,7,6,1,0,256,75,87,12,True,False,Sunday,May,2,2019,3,Night,True,28,4,
False,FALSE,Work on map generation,Working on maps generally relates to enhancing features or implementing new functionalities rather than fixing bugs.,e80ae647c8c2a6e98b46c05f51195bb134ebf225,emergence,eb10df21917ec27562ff21fae26906491b37d0e6,,False,1,2019-05-04 19:44:50-04:00,1,2019-05-04 23:44:50,0,6,6,0,0,118,6,20,14,False,False,Saturday,May,2,2019,19,Evening,True,22,4,
False,FALSE,Effects are messages,The statement appears to be discussing an architectural decision rather than fixing a specific issue,5fac871aaf3e6ac5483bd0f3e85b1565da38b173,emergence,a3704f817e6f6cc299217f02c61fd9ee6d354a84,,False,1,2019-05-25 19:12:32-04:00,1,2019-05-25 23:12:32,0,2,2,0,0,359,0,10,10,False,False,Saturday,May,2,2019,19,Evening,True,20,3,
False,FALSE,Early active / targeted command work,The description suggests changes for performance optimization or other non-bug related issues,49c4813c673ad1932350658d90bdd8a414f02f4f,emergence,797a0506183b1dc64b6d0d73b0eb7b8d3c065b62,,False,1,2019-05-28 16:17:47-04:00,1,2019-05-28 20:17:47,0,6,5,1,0,432,52,71,19,True,False,Tuesday,May,2,2019,16,Afternoon,False,36,6,
False,FALSE,Added hotkeys for command execution,Implementing hotkeys is typically associated with usability improvements rather than fixing bugs.,92bb29d89ef27a239c8411886326da5622bbc532,emergence,05f5017a182b814448a80f265ed8ccdd4f6d60a0,,False,1,2019-06-09 22:12:00-04:00,1,2019-06-10 02:12:00,0,1,1,0,0,106,40,41,1,False,False,Sunday,June,2,2019,22,Evening,True,35,5,
True,FALSE,Reduced random impact from the test scenario.,Reducing randomness in testing implies addressing an issue that was causing unreliable test results,58920e5c5792b3bd534adc7c9048b334adafe9f2,emergence,0ffa95ea25988641acd6e5c57df6fe2b935fc6ab,,False,1,2019-05-27 21:02:28-04:00,1,2019-05-28 01:02:28,0,3,3,0,0,621,6,16,10,False,False,Monday,May,2,2019,21,Evening,False,45,7,
True,FALSE,Added teleportation tests. Starting to refactor test cases.,Mentioning testing for teleportation suggests addressing an existing issue,61949780b97ef69b1c87bdb102d899c5f1cf1881,emergence,5b14fbb590323d353e559935d0842efa49c40548,,False,1,2019-05-26 18:39:25-04:00,1,2019-05-26 22:39:25,0,6,4,2,0,318,55,91,36,True,False,Sunday,May,2,2019,18,Afternoon,True,59,8,
True,FALSE,Handling game over states,Managing states is often related to fixing bugs in the game flow or logic.,73d7e1e3ff6b7682e04bd3000023fc7bdcd8ca25,emergence,467ffa1393b0a8d0b68ff51382d4eb8ed51d0649,,False,1,2019-06-10 01:16:16-04:00,1,2019-06-10 05:16:16,0,7,7,0,0,1514,52,174,122,False,False,Monday,June,2,2019,1,Night,False,25,4,
True,FALSE,Moved radius logic to new method to reduce complexity,Refactoring could signify an approach to fix previous complexities that may lead to bugs.,7d775544e579b59615d586e7bb09db85dfc14e56,emergence,365f6e4ba5b0a6ad7b00c53c0372264892ddb389,,False,1,2019-05-25 22:02:59-04:00,1,2019-05-26 02:02:59,0,1,1,0,0,270,8,14,6,False,False,Saturday,May,2,2019,22,Evening,True,53,9,
True,TRUE,Added tests around attacks,The commit implies adding protective measures against failures or malfunctions in the code.,5b14fbb590323d353e559935d0842efa49c40548,emergence,e0ce2e894c9f4c5c0fda8db1eb6684898d876c64,,False,1,2019-05-26 17:10:57-04:00,1,2019-05-26 21:10:57,0,2,2,0,0,442,28,45,17,False,False,Sunday,May,2,2019,17,Afternoon,True,26,4,
True,TRUE,Fixed a number of pathfinding bugs,"Specifically mentioned fixing 'pathfinding bugs', which are issues in code logic related to algorithmic problem solving.",8706c3a2aceb662c2518e42554ad30302ce71274,emergence,4fb42fdd86a7002528ade7e1345b719d8e8db3e2,,False,1,2019-06-19 23:42:39-04:00,1,2019-06-20 03:42:39,0,9,7,2,0,909,99,102,3,True,False,Wednesday,June,2,2019,23,Evening,False,34,6,
True,FALSE,Added LoS indicators,Line of Sight (LoS) indicators typically suggest a fix for issues related to visibility or connection in the software.,903f65af53094752a449791546ff819ae4496237,emergence,92bb29d89ef27a239c8411886326da5622bbc532,,False,1,2019-06-09 22:31:02-04:00,1,2019-06-10 02:31:02,0,7,6,1,0,1322,48,65,17,True,False,Sunday,June,2,2019,22,Evening,True,20,3,
True,TRUE,Flee behavior now prioritizes open areas,Adjusting behavior suggests solving an issue with previous flee patterns,8cc4c7b300daf7c5edc8bc7005c92aee12accd12,emergence,8706c3a2aceb662c2518e42554ad30302ce71274,,False,1,2019-06-23 22:25:47-04:00,1,2019-06-24 02:25:47,0,2,2,0,0,253,45,50,5,False,False,Sunday,June,2,2019,22,Evening,True,40,6,
True,FALSE,Better casting,Improved type safety could prevent bugs related to incorrect data types being used.,9a410dfc75df4efc03a195ff5157df85b6e963e4,emergence,2bbe45a72f00e8ec41ca6cc1724887600cedad9c,,False,1,2019-05-05 20:44:27-04:00,1,2019-05-06 00:44:27,0,1,1,0,0,1553,-2,2,4,False,False,Sunday,May,2,2019,20,Evening,True,14,2,
